"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
975,"bfb59fdc-c4ce-49f8-860d-b780c6ed1b9a",2025-05-29 15:22:00,"6","CrabTrap","O5","CrabTrapO5","1",5.62,677,0.3,406,6.83,17.04,85,NA,2025-05-29 20:15:49.35,"GeneralUser.lmmp",2025-05-29 20:15:49.35,"GeneralUser.lmmp",0.6,"No","75",-90.4525053197506,30.2930414263472
976,"bd21ac23-0177-4a22-80b7-207eb45134b6",2025-05-29 15:33:00,"6","CrabTrap","P5","CrabTrapP5","1",5.65,650,0.29,389,6.82,13.77,85.3,NA,2025-05-29 20:15:49.646,"GeneralUser.lmmp",2025-05-29 20:15:49.646,"GeneralUser.lmmp",0.86,"No","25",-90.4456584160934,30.2882225533429
977,"2f197145-ba23-498f-a38d-85e9ddf7d095",2025-05-29 15:39:00,"4","CrabTrap","Q6","CrabTrapQ6","1",5.8,475.1,0.21,284,6.84,15.67,85.2,NA,2025-05-29 20:15:50.157,"GeneralUser.lmmp",2025-05-29 20:15:50.157,"GeneralUser.lmmp",0.88,"No","50",-90.4434321024352,30.2767189191246
978,"92de19e0-5819-4af5-8c87-5cac6b69c7a4",2025-05-29 15:52:00,"4","CrabTrap","Q7","CrabTrapQ7","1",6.08,319.2,0.14,192,6.92,17.48,85.3,NA,2025-05-29 20:15:50.511,"GeneralUser.lmmp",2025-05-29 20:15:50.511,"GeneralUser.lmmp",0.79,"No","75",-90.4472436235397,30.2695463913074
979,"e41c934a-cbb9-4aef-a99f-ba3487dbc5e4",2025-05-29 15:58:00,"6","CrabTrap","R7","CrabTrapR7","1",5.73,310.5,0.13,187,6.79,15.7,84.6,NA,2025-05-29 20:15:50.82,"GeneralUser.lmmp",2025-05-29 20:15:50.82,"GeneralUser.lmmp",0.82,"No","75",-90.440713603269,30.2653086557322
980,"5eccca36-ab31-4611-b8cb-d0b8d3708068",2025-05-29 16:08:00,"6","CrabTrap","S10","CrabTrapS10","2",5.72,231.5,0.1,140,6.7,18.03,84,NA,2025-05-29 20:15:51.164,"GeneralUser.lmmp",2025-05-29 20:15:51.164,"GeneralUser.lmmp",0.86,"No","100",-90.4463674553343,30.2402163116203
981,"86a641a2-c537-449a-93ee-a8d02d1c60c3",2025-05-29 16:11:00,"4","CrabTrap","R10","CrabTrapR10","2",5.75,243.2,0.11,1547,6.64,17.45,84.1,NA,2025-05-29 20:15:51.627,"GeneralUser.lmmp",2025-05-29 20:15:51.627,"GeneralUser.lmmp",0.87,"No","100",-90.4533732649315,30.2438680352911
982,"b5b6b6e0-05b2-419e-b7ca-5b045799de6c",2025-05-29 16:17:00,"4","CrabTrap","R11","CrabTrapR11","2",5.86,281.4,0.12,170,6.7,17.5,84,NA,2025-05-29 20:15:51.979,"GeneralUser.lmmp",2025-05-29 20:15:51.979,"GeneralUser.lmmp",0.68,"No","25",-90.4575892143669,30.2372896162303
983,"9687efef-f794-47d2-8a11-e4c1295bd9c7",2025-05-29 17:56:00,"4","CrabTrap","S11","CrabTrapS11","2",5.93,230.3,0.1,139,6.79,18.89,84,NA,2025-05-29 20:15:52.477,"GeneralUser.lmmp",2025-05-29 20:15:52.477,"GeneralUser.lmmp",0.62,"No","0",-90.4502137540583,30.2321923072459
984,"967137ef-8ca8-4b41-9f5f-b0cda2336504",2025-05-29 18:08:00,"4","CrabTrap","U12","CrabTrapU12","2",6.18,340.8,0.15,204,6.94,17.14,85.2,NA,2025-05-29 20:15:53.825,"GeneralUser.lmmp",2025-05-29 20:15:53.825,"GeneralUser.lmmp",0.5,"No","0",-90.4411576582274,30.216845461856
985,"db24cd29-8ef6-4f9a-bed0-f073064d6623",2025-05-29 18:17:00,"4","CrabTrap","T13","CrabTrapT13","2",6.04,264.7,0.11,130,6.92,18.25,83.8,NA,2025-05-29 20:15:54.174,"GeneralUser.lmmp",2025-05-29 20:15:54.174,"GeneralUser.lmmp",0.67,"No","0",-90.452035479975,30.214011447289
986,"90e84cfc-1a41-4ac0-b7f6-d014a3a2acb7",2025-05-29 18:38:00,"4","CrabTrap","N14","CrabTrapN14","2",6.29,507,0.22,307,6.93,13.75,84,NA,2025-05-29 20:15:54.59,"GeneralUser.lmmp",2025-05-29 20:15:54.59,"GeneralUser.lmmp",0.8,"No","0",-90.4988549563337,30.2331362668977
987,"d47f579f-c60f-45c1-9662-07b1854a4b61",2025-05-29 18:43:00,"6","CrabTrap","M15","CrabTrapM15","2",6.25,562,0.25,340,6.87,12.5,84.1,NA,2025-05-29 20:15:55.062,"GeneralUser.lmmp",2025-05-29 20:15:55.062,"GeneralUser.lmmp",0.72,"No","0",-90.5107410792534,30.2298364298746
988,"f61939d6-351e-4914-bf85-03de998a8add",2025-05-29 18:51:00,"4","CrabTrap","M13","CrabTrapM13","2",5.99,546,0.24,331,6.75,15.8,83.9,NA,2025-05-29 20:15:55.437,"GeneralUser.lmmp",2025-05-29 20:15:55.437,"GeneralUser.lmmp",0.55,"No","0",-90.5012247126976,30.2436916163184
989,"e73bfbd6-7fef-4c6f-95df-337a953df04d",2025-05-29 18:58:00,"4","CrabTrap","M11","CrabTrapM11","2",6.03,503,0.22,304,6.78,13.57,84.1,NA,2025-05-29 20:15:56.169,"GeneralUser.lmmp",2025-05-29 20:15:56.169,"GeneralUser.lmmp",0.83,"No","0",-90.4935238660192,30.2584664833741
990,"1c703539-af02-4967-babc-d211ac2a4f54",2025-06-02 08:27:00,"4","Dredge","O15","DredgeO15","3",5.68,414.6,0.19,255,7.16,17.08,82.4,NA,2025-06-03 13:25:49.268,"GeneralUser.lmmp",2025-06-03 13:25:49.268,"GeneralUser.lmmp",0.67,"No","0",-90.4962878967781,30.2210363516247
991,"d632ba99-cd24-44f2-ac61-d853882ab6ea",2025-06-02 08:45:00,"4","Dredge","R17","DredgeR17","3",5.45,290.8,0.13,180,7.06,19.24,82,NA,2025-06-03 13:25:49.875,"GeneralUser.lmmp",2025-06-03 13:25:49.875,"GeneralUser.lmmp",0.74,"No","0",-90.4831224023943,30.1944673629469
992,"3d6f82e8-c9cc-4031-8b0f-9163c7445039",2025-06-02 08:59:00,"4","Dredge","P21","DredgeP21","3",5.2,345.2,0.16,216,7.01,17.01,80.8,NA,2025-06-03 13:25:50.363,"GeneralUser.lmmp",2025-06-03 13:25:50.363,"GeneralUser.lmmp",0.55,"No","0",-90.515649863173,30.1749360607933
993,"c5ed7332-f287-4e94-85c3-53e5c65a9deb",2025-06-02 09:25:00,"4","Dredge","L17","DredgeL17","4",5.69,474.1,0.21,290,6.99,12.34,83,NA,2025-06-03 13:25:50.941,"GeneralUser.lmmp",2025-06-03 13:25:50.941,"GeneralUser.lmmp",0.87,"No","0",-90.526728628649,30.2195414183353
994,"b79ebd2a-1b51-4b01-bc4b-e639ea5a6fde",2025-06-02 09:44:00,"4","Dredge","I21","DredgeI21","4",5.77,440.8,0.19,226,6.99,1013,84.1,NA,2025-06-03 13:25:51.342,"GeneralUser.lmmp",2025-06-03 13:25:51.342,"GeneralUser.lmmp",1,"No","0",-90.5642204558716,30.2033969287808
995,"a1d120cc-99e5-4889-a327-61cf7fb4f8ed",2025-06-02 10:02:00,"4","Dredge","I18","DredgeI18","4",6.07,336.6,0.15,203,7.02,8.95,84.1,NA,2025-06-03 13:25:51.911,"GeneralUser.lmmp",2025-06-03 13:25:51.911,"GeneralUser.lmmp",0.99,"No","0",-90.5516814253919,30.225998405779
996,"2d9e59e5-1e5a-44b2-a733-886abfc0d662",2025-06-02 10:18:00,"4","Dredge","G16","DredgeG16","5",5.58,392.6,0.17,238,6.85,8,83.8,NA,2025-06-03 13:25:52.531,"GeneralUser.lmmp",2025-06-03 13:25:52.531,"GeneralUser.lmmp",1.23,"No","0",-90.5576637119709,30.2494062560436
997,"17f81f17-0568-45f3-9f24-beecb253db71",2025-06-02 10:37:00,"4","Dredge","D12","DredgeD12","5",6.01,478.2,0.21,287,7.18,9.44,86.4,NA,2025-06-03 13:25:53.175,"GeneralUser.lmmp",2025-06-03 13:25:53.175,"GeneralUser.lmmp",0.96,"No","25",-90.5610970033375,30.2899211833318
998,"1bc8bb49-f33d-4057-a2e2-78f8ab258756",2025-06-02 11:05:00,"4","Dredge","L12","DredgeL12","5",6.6,530,0.23,315,7.79,13.71,86.9,NA,2025-06-03 13:25:53.689,"GeneralUser.lmmp",2025-06-03 13:25:53.689,"GeneralUser.lmmp",0.74,"No","0",-90.5044367028957,30.2557621843674
999,"9e593d49-d8cd-4a6c-9ac7-151e4282e0d2",2025-06-03 09:07:00,"4","Electrofishing","33ESH","Electrofishing33ESH","2",5.17,477.2,0.21,290,6.98,13.54,83.3,NA,2025-06-03 13:25:54.213,"GeneralUser.lmmp",2025-06-03 13:25:54.213,"GeneralUser.lmmp",80,"No","50",-90.4289148976131,30.2517581158364
1000,"54d1bcd6-714f-435c-bc4a-8bc4a2f76e0e",2025-06-03 10:05:00,"4","Electrofishing","38ESH","Electrofishing38ESH","2",5.13,340.7711,0.15,210,NA,14.31,82.2,NA,2025-06-03 13:25:54.679,"GeneralUser.lmmp",2025-06-03 13:25:54.679,"GeneralUser.lmmp",0.76,"No","50",-90.4328152600195,30.2315265975674
1001,"ea323fd0-e151-4767-a124-d6054bcb7dc7",2025-06-03 10:46:00,"4","Electrofishing","41ESH","Electrofishing41ESH","2",5.26,334.9,0.15,207,7.07,15.27,82.1,NA,2025-06-03 13:25:55.281,"GeneralUser.lmmp",2025-06-03 13:25:55.281,"GeneralUser.lmmp",0.63,"No","50",-90.4402629695676,30.2200004052529
1002,"32c0cf23-4ef0-4ac3-913c-87ba6da1a931",2025-06-03 11:27:00,"2","Electrofishing","45ESH","Electrofishing45ESH","3",5.4,279.5,0.12,173,7.1,16.12,81.9,NA,2025-06-03 13:25:55.679,"GeneralUser.lmmp",2025-06-03 13:25:55.679,"GeneralUser.lmmp",0.69,"No","50",-90.4523751338702,30.206382977591
1003,"3f282c44-2b8f-4d68-94e6-876a0d8d171a",2025-06-04 08:51:00,"4","Electrofishing","53ESH","Electrofishing53ESH","3",5.68,286.8,0.13,178,7.05,17.94,81.2,NA,2025-06-04 15:08:43.125,"GeneralUser.lmmp",2025-06-04 15:08:43.125,"GeneralUser.lmmp",0.77,"No","50",-90.4775065344394,30.1821653369006
1004,"a3935a36-3174-4a3d-8662-acf234c6e5f6",2025-06-04 09:46:00,"4","Electrofishing","55ESH","Electrofishing55ESH","3",5.64,310.4,0.14,193,7.03,17.76,81.3,NA,2025-06-04 15:08:43.767,"GeneralUser.lmmp",2025-06-04 15:08:43.767,"GeneralUser.lmmp",0.52,"No","25",-90.4859635765767,30.178316485426
1005,"ba681fd1-9ae4-49a3-9344-b82bf4f3888c",2025-06-04 10:22:00,"12","Electrofishing","58ESH","Electrofishing58ESH","3",NA,NA,NA,NA,NA,NA,82.4,"YSI not working ",2025-06-04 15:08:44.36,"GeneralUser.lmmp",2025-06-04 15:08:44.36,"GeneralUser.lmmp",0.51,"No","25",-90.4985511810842,30.1739683696954
1006,"71e07bdd-d1f8-41b4-b8f9-8decf1c8568f",2025-06-04 11:12:00,"4","Electrofishing","63ESH","Electrofishing63ESH","3",NA,NA,NA,NA,NA,NA,83.6,"YSI not working",2025-06-04 15:08:44.818,"GeneralUser.lmmp",2025-06-04 15:08:44.818,"GeneralUser.lmmp",0.61,"No","25",-90.5273073917109,30.1722600964729
1007,"fd0d490b-9c18-443e-a15b-a180b4f6282b",2025-06-04 11:59:00,"4","Electrofishing","66ESH","Electrofishing66ESH","3",5.81,413.8,0.18,249,7.33,18.74,84.8,NA,2025-06-04 15:08:45.423,"GeneralUser.lmmp",2025-06-04 15:08:45.423,"GeneralUser.lmmp",0.55,"No","25",-90.5381479238668,30.1709588838747
1008,"58320ea8-1f02-46c3-a231-7e72e20c639c",2025-06-05 15:00:00,"4","Electrofishing","33ESH","Electrofishing33ESH","2",7.47,688,0.29,392,8.49,11.8,90.2,NA,2025-06-10 16:55:11.558,"GeneralUser.lmmp",2025-06-10 16:55:11.558,"GeneralUser.lmmp",1.01,"No","0",-90.4292188281042,30.2527911771993
1009,"3200db62-9fbc-4009-9cae-790a88a59e4e",2025-06-05 15:50:00,"4","Electrofishing","28ESH","Electrofishing28ESH","1",7.11,743,0.33,444,8.2,12.38,85.1,NA,2025-06-10 16:55:12.213,"GeneralUser.lmmp",2025-06-10 16:55:12.213,"GeneralUser.lmmp",0.94,"No","0",-90.4115730458771,30.2707589129184
1010,"9c4cc983-4447-45f2-b2b0-2717b7046949",2025-06-10 10:17:00,"8","Electrofishing","71ESH","Electrofishing71ESH","4",5.19,514,0.22,304,7.27,16.05,86.4,NA,2025-06-10 16:55:12.703,"GeneralUser.lmmp",2025-06-10 16:55:12.703,"GeneralUser.lmmp",5.8,"No","25",-90.561704414847,30.1724731375778
1011,"2c6a50a6-3f4e-4ebc-8c2d-0126b11195e2",2025-06-10 11:14:00,"4","Electrofishing","78ESH","Electrofishing78ESH","4",4.75,409.6,0.18,244,7.23,19.93,83.9,NA,2025-06-10 16:55:13.247,"GeneralUser.lmmp",2025-06-10 16:55:13.247,"GeneralUser.lmmp",0.64,"No","50",-90.5900820612681,30.1913441130036
1012,"1bf3fab3-85f3-4772-8a9f-5ce610a55326",2025-06-11 09:11:00,"4","GillnetInshore","394IN","GillnetInshore394IN","4",3.25,224.3,0.1,133,6.89,16.05,86,NA,2025-06-11 13:50:34.844,"GeneralUser.lmmp",2025-06-11 13:50:34.844,"GeneralUser.lmmp",0.53,"No","100",-90.5871368607615,30.207425040912
1013,"66113934-ea0d-4dcf-9859-2ffe37cc2760",2025-06-11 09:38:00,"4","GillnetInshore","402IN","GillnetInshore402IN","4",3.99,275.5,0.12,162,6.98,17.6,86.2,NA,2025-06-11 13:50:35.413,"GeneralUser.lmmp",2025-06-11 13:50:35.413,"GeneralUser.lmmp",0.53,"No","100",-90.5781291883252,30.2094813932192
1014,"8c331f3a-12be-4ba7-80c9-cee333a8543d",2025-06-11 10:16:00,"4","GillnetInshore","434IN","GillnetInshore434IN","4",5.64,380.9,0.17,231,7.36,14.38,83.8,NA,2025-06-11 13:50:35.938,"GeneralUser.lmmp",2025-06-11 13:50:35.938,"GeneralUser.lmmp",0.86,"No","75",-90.5766296951338,30.2367371099332
1015,"ce70e61c-9e6a-4d23-9a6f-eb6265ab6fe7",2025-06-11 10:48:00,"4","GillnetInshore","472IN","GillnetInshore472IN","5",5.87,396.5,0.17,238,7.41,11.01,84.9,NA,2025-06-11 13:50:36.383,"GeneralUser.lmmp",2025-06-11 13:50:36.383,"GeneralUser.lmmp",0.91,"No","50",-90.5767698855914,30.2714169495757
1016,"1299f211-421a-4ace-805c-65cabd6139a0",2025-06-11 11:25:00,"6","GillnetInshore","499IN","GillnetInshore499IN","5",5,399.5,0.18,4.85,7.09,15.88,84.3,NA,2025-06-11 13:50:36.924,"GeneralUser.lmmp",2025-06-11 13:50:36.924,"GeneralUser.lmmp",0.79,"No","50",-90.5602941344105,30.292810596472
1017,"1cbf36c7-ccf7-401e-ae14-53458fd6d759",2025-06-12 09:24:00,"4","Electrofishing","6ESH","Electrofishing6ESH","1",4.92,369,0.16,221,6.89,15.05,85,NA,2025-06-16 11:54:07.779,"GeneralUser.lmmp",2025-06-16 11:54:07.779,"GeneralUser.lmmp",0.57,"No","75",-90.4494719864072,30.3274436780901
1018,"34ed7bd0-4d9a-4338-8f60-a9d0bec2ca58",2025-06-12 10:34:00,"3","Electrofishing","9ESH","Electrofishing9ESH","1",5.02,400.4,0.17674,238,6.72,16.9,85.5,NA,2025-06-16 11:54:08.372,"GeneralUser.lmmp",2025-06-16 11:54:08.372,"GeneralUser.lmmp",0.53,"No","75",-90.4370133510571,30.3235830476419
1019,"b28e867c-ec8d-4eea-b045-c9d925f8ea69",2025-06-12 11:13:00,"2","Electrofishing","11ESH","Electrofishing11ESH","1",5.4,413,0.18,246,7.02,17.45,85.6,NA,2025-06-16 11:54:08.853,"GeneralUser.lmmp",2025-06-16 11:54:08.853,"GeneralUser.lmmp",0.64,"No","75",-90.4271059145031,30.3197976543818
1020,"dbde7998-b87f-476d-9659-6dd2e69996be",2025-06-12 12:21:00,"4","Electrofishing","12ESH","Electrofishing12ESH","1",5.68,439.9,0.19,261,7.17,17.29,86.1,"After Rain",2025-06-16 11:54:09.406,"GeneralUser.lmmp",2025-06-16 11:54:09.406,"GeneralUser.lmmp",0.63,"No","100",-90.4228200387813,30.3163423273149
1021,"fcddac1e-53cd-4af5-a619-ac3be702780c",2025-06-16 08:26:00,"4","Electrofishing","18ESH","Electrofishing18ESH","1",4.2,1198,0.55,723,6.81,14.15,84,NA,2025-06-16 11:54:09.916,"GeneralUser.lmmp",2025-06-16 11:54:09.916,"GeneralUser.lmmp",0.6,"No","0",-90.4274628741257,30.2981936343086
1022,"24285a51-1f67-4516-af51-31c69d404cc1",2025-06-16 09:17:00,"4","Electrofishing","22ESH","Electrofishing22ESH","1",5.42,1452,0.66,872,7.22,15.72,84.5,NA,2025-06-16 11:54:10.43,"GeneralUser.lmmp",2025-06-16 11:54:10.43,"GeneralUser.lmmp",0.68,"No","25",-90.4096820350227,30.2884651175505
1023,"375ccaca-d8e5-4ee5-a52e-3daf09fd14be",2025-06-16 10:06:00,"4","Electrofishing","28ESH","Electrofishing28ESH","1",5.4,864,0.39,521,7.13,9.9,84.4,NA,2025-06-16 11:54:10.975,"GeneralUser.lmmp",2025-06-16 11:54:10.975,"GeneralUser.lmmp",1.21,"No","100",-90.411153714306,30.2711799577408
1024,"82ef2aaa-1651-4c6f-af5a-51632f0f6abe",2025-06-17 08:59:00,"6","Electrofishing","79ESH","Electrofishing79ESH","4",4.49,241.6,0.11,148,7.04,17.86,82.8,NA,2025-06-18 07:08:43.799,"GeneralUser.lmmp",2025-06-18 07:08:43.799,"GeneralUser.lmmp",0.6,"No","75",-90.5911000569428,30.1946907906564
1025,"d8c41f8e-1d84-4176-9b36-e9373e914655",2025-06-17 09:35:00,"4","Electrofishing","80ESH","Electrofishing80ESH","4",5.03,225.2,0.1,136,7.1,19.68,84.1,NA,2025-06-18 07:08:44.284,"GeneralUser.lmmp",2025-06-18 07:08:44.284,"GeneralUser.lmmp",0.53,"No","50",-90.5931823785468,30.1975813914309
1026,"d6981b7f-18c3-4f94-8bd0-53088d9409b9",2025-06-17 10:15:00,"4","Electrofishing","86ESH","Electrofishing86ESH","4",3.42,206,0.09,126,6.97,17.89,82.7,NA,2025-06-18 07:08:44.687,"GeneralUser.lmmp",2025-06-18 07:08:44.687,"GeneralUser.lmmp",0.47,"No","75",-90.5761877612901,30.2110670002465
1027,"4cb2e9f8-bae1-44eb-b8f4-ffd3a8df8008",2025-06-17 10:49:00,"4","Electrofishing","89ESH","Electrofishing89ESH","4",5.4,226.3,0.1,137,7.14,11.93,84,NA,2025-06-18 07:08:45.261,"GeneralUser.lmmp",2025-06-18 07:08:45.261,"GeneralUser.lmmp",0.65,"No","75",-90.5718693221157,30.2208408020892
1028,"fe9fdd5f-8ccb-47a7-b6b1-63a5101e86a3",2025-06-18 09:14:00,"4","Electrofishing","94ESH","Electrofishing94ESH","4",5.94,354.3,0.15,213,7.3,9.7,84.8,NA,2025-06-30 14:08:14.023,"GeneralUser.lmmp",2025-06-30 14:08:14.023,"GeneralUser.lmmp",1,"No","25",-90.5798460442096,30.2410114289939
1029,"0b730a79-83db-48cb-aaff-c55cde11dca0",2025-06-18 09:56:00,"4","Electrofishing","98ESH","Electrofishing98ESH","5",6.29,362.9,0.16,217,7.31,13.51,85.2,"Sechi touched bottom",2025-06-30 14:08:15.304,"GeneralUser.lmmp",2025-06-30 14:08:15.304,"GeneralUser.lmmp",0.54,"No","25",-90.5823910988063,30.2589101637353
1030,"390b0c28-fc79-4022-ae0f-6c7f193d91f5",2025-06-18 09:59:00,"4","Electrofishing","99ESH","Electrofishing99ESH","5",6.28,363.3,0.16,217,7.24,12.63,85.2,"Sechi touched bottom",2025-06-30 14:08:16.468,"GeneralUser.lmmp",2025-06-30 14:08:16.468,"GeneralUser.lmmp",0.54,"No","25",-90.5824413298198,30.2593359377506
1031,"5888891d-12c4-4c5a-bc72-97c520f3e9d0",2025-06-18 11:00:00,"4","Electrofishing","102ESH","Electrofishing102ESH","5",6.01,361.7,0.16,215,7.09,10.97,85.9,NA,2025-06-30 14:08:17.855,"GeneralUser.lmmp",2025-06-30 14:08:17.855,"GeneralUser.lmmp",0.91,"No","25",-90.5770042318174,30.2723523110996
1032,"323ff219-f822-4e82-959b-a97fadf7ea64",2025-06-18 11:51:00,"4","Electrofishing","114ESH","Electrofishing114ESH","6",6.2,311.7,0.13,182,7.16,10.03,88,NA,2025-06-30 14:08:19.028,"GeneralUser.lmmp",2025-06-30 14:08:19.028,"GeneralUser.lmmp",0.96,"No","25",-90.5362422230007,30.3076470869636
1033,"88346ebf-b630-4ad7-b93d-3057c5478e61",2025-06-26 08:35:00,"6","GillnetInshore","156IN","GillnetInshore156IN","2",5.42,713,0.31,421,6.74,9.11,86,NA,2025-06-30 14:08:20.409,"GeneralUser.lmmp",2026-01-14 11:59:53.465,"wray.gabel_lmmp_selu",1.02,"No","25",-90.4281068962635,30.2550717646749
1034,"8286c881-a81f-4a1e-8d39-126c3c3ffd52",2025-06-26 09:21:00,"4","GillnetInshore","154IN","GillnetInshore154IN","2",5.55,698,0.3,411,6.73,9.19,86.8,NA,2025-06-30 14:08:21.616,"GeneralUser.lmmp",2025-06-30 14:08:21.616,"GeneralUser.lmmp",1.07,"No","25",-90.4278063969283,30.257092905813
1035,"5addce85-41b7-41d0-826b-55fd307e37e2",2025-06-26 09:55:00,"4","GillnetInshore","46IN","GillnetInshore46IN","1",5.49,625,0.27,363,6.63,12.12,88.2,NA,2025-06-30 14:08:22.824,"GeneralUser.lmmp",2025-06-30 14:08:22.824,"GeneralUser.lmmp",0.72,"No","100",-90.4359413332202,30.3234122456146
1036,"d1abd696-0db5-4149-bfe1-c67981d57b4a",2025-06-26 10:12:00,"4","GillnetInshore","53IN","GillnetInshore53IN","1",4.79,1160,0.5,671,6.67,8.67,88.2,NA,2025-06-30 14:08:23.97,"GeneralUser.lmmp",2025-06-30 14:08:23.97,"GeneralUser.lmmp",0.92,"No","100",-90.4291254307803,30.3210430395725
1037,"655e4843-1d62-499b-bdff-5f124b6760d1",2025-06-26 10:23:00,"4","GillnetInshore","54IN","GillnetInshore54IN","1",5,1183,0.52,686,6.68,8.36,88.3,NA,2025-06-30 14:08:25.387,"GeneralUser.lmmp",2025-06-30 14:08:25.387,"GeneralUser.lmmp",0.96,"No","100",-90.4278036880383,30.3206207810701
1038,"1eea300a-4db0-48fa-ab64-615e9080d08b",2025-06-26 11:58:00,"4","Electrofishing","116ESH","Electrofishing116ESH","6",5.89,379.8,0.16,216,6.98,11.38,90.1,NA,2025-06-30 14:08:26.759,"GeneralUser.lmmp",2025-06-30 14:08:26.759,"GeneralUser.lmmp",0.9,"No","25",-90.5312892843032,30.3129604680649
1039,"63eb5bdc-f741-4ba8-ae02-af43f2d7ba1e",2025-06-26 12:50:00,"4","Electrofishing","118ESH","Electrofishing118ESH","6",6.22,381.2,0.16,216,7.39,11.33,91,NA,2025-06-30 14:08:28.038,"GeneralUser.lmmp",2025-06-30 14:08:28.038,"GeneralUser.lmmp",0.82,"No","75",-90.5253916330311,30.319168486132
1040,"8577a254-0115-45ef-ae71-782a3262040f",2025-06-26 13:41:00,"4","Electrofishing","126ESH","Electrofishing126ESH","6",5.8,372.3,0.15,213,6.84,10.82,90.1,NA,2025-06-30 14:08:29.182,"GeneralUser.lmmp",2025-06-30 14:08:29.182,"GeneralUser.lmmp",0.97,"No","0",-90.4925519084855,30.3403433303676
1041,"e6494c6a-e8e2-4efd-873d-fddaed10294f",2025-06-26 14:22:00,"4","Electrofishing","128ESH","Electrofishing128ESH","6",5.72,366.5,0.15,209,6.72,10.3,90,NA,2025-06-30 14:08:30.298,"GeneralUser.lmmp",2025-06-30 14:08:30.298,"GeneralUser.lmmp",1,"No","25",-90.4827077208516,30.3436014985008
1042,"ab1b8518-6173-4df3-af4e-7409f6e8e7ea",2025-06-26 15:02:00,"4","Electrofishing","0ESH","Electrofishing0ESH","6",5.19,374.3,0.15,213,6.56,10.48,90.2,NA,2025-06-30 14:08:31.491,"GeneralUser.lmmp",2025-06-30 14:08:31.491,"GeneralUser.lmmp",0.91,"No","75",-90.4735289332595,30.3425730564678
1043,"107b157c-fbbf-44c7-baa7-4c86d0d9e8f6",2025-07-01 09:19:00,"2","GillnetInshore","259IN","GillnetInshore259IN","3",4.67,653,0.28,382,6.44,10.98,87.5,NA,2025-07-01 15:01:01.255,"GeneralUser.lmmp",2025-07-01 15:01:01.255,"GeneralUser.lmmp",0.91,"No","0",-90.4875526521399,30.1780499275287
1044,"86241acb-a48b-40eb-9440-1d7eeff29f7b",2025-07-01 09:29:00,"4","GillnetInshore","284IN","GillnetInshore284IN","3",4.68,680,0.29,396,6.48,11.84,87.7,"1448 start yellowyellow",2025-07-01 15:01:02.737,"GeneralUser.lmmp",2025-07-01 15:01:02.737,"GeneralUser.lmmp",1,"No","25",-90.5110981381908,30.1732040209785
1045,"acd17727-1777-4da8-950e-41f5658a3006",2025-07-01 10:03:00,"4","GillnetInshore","287IN","GillnetInshore287IN","3",4.98,678,0.29,395,6.57,11.52,87.9,"1450 start, red",2025-07-01 15:01:03.854,"GeneralUser.lmmp",2025-07-01 15:01:03.854,"GeneralUser.lmmp",0.94,"No","25",-90.5140966713199,30.1733151510233
1046,"f5878517-617c-43b8-84fe-ca6f67923079",2025-07-03 06:15:00,NA,"eDNA_Other","TK-20-R","eDNAOtherTK-20-R",NA,3.77,NA,0.1,134,6.81,15.29,86.72,"Entered into db later from datasheet",2025-07-18 10:14:31.677,"wray.gabel_lmmp_selu",2025-07-18 10:27:16.465,"wray.gabel_lmmp_selu",NA,NA,NA,-90.6000892,30.3642414
1047,"74151665-4eed-4799-8e96-b3120b46033e",2025-07-03 06:50:00,NA,"eDNA_Other","TK-20-L","eDNAOtherTK-20-L",NA,4.23,NA,0.1,134,6.81,13.86,87.98,"Entered into db later from datasheet",2025-07-18 10:14:32.276,"wray.gabel_lmmp_selu",2025-07-18 10:27:16.465,"wray.gabel_lmmp_selu",NA,NA,NA,-90.600243516,30.3645536240001
1048,"b3acf696-e61a-4381-9580-a24b9734082f",2025-07-03 07:09:00,NA,"eDNA_Other","TK-20-C","eDNAOtherTK-20-C",NA,4.63,NA,0.09,133,6.79,15.61,86.9,"Entered into db later from datasheet",2025-07-18 10:14:33.269,"wray.gabel_lmmp_selu",2025-07-18 10:48:52.659,"wray.gabel_lmmp_selu",NA,NA,NA,-90.600166311,30.364435492
1049,"29661e65-e32a-49e5-8a2b-272ce4b60d12",2025-07-03 08:10:00,NA,"eDNA_Other","TK-10-L","eDNAOtherTK-10-L",NA,4.22,NA,0.05,70,6.53,10.8,87.26,"Entered into db later from datasheet",2025-07-18 10:33:45.79,"wray.gabel_lmmp_selu",2025-07-18 10:40:10.71,"wray.gabel_lmmp_selu",NA,NA,NA,-90.539785896,30.376819047
1050,"c881ca63-116a-489f-b89e-4326afda9d6b",2025-07-03 08:35:00,NA,"eDNA_Other","TK-10-C","eDNAOtherTK-10-C",NA,4.87,NA,0.05,70,6.49,10.51,87.08,"Entered into db later from datasheet",2025-07-18 10:33:46.191,"wray.gabel_lmmp_selu",2025-07-18 10:49:13.533,"wray.gabel_lmmp_selu",NA,NA,NA,-90.539456257,30.376232751
